cycle,asteroid_id,reduced_chi2,peak_power,period_(hr),amplitude,num_observations
1,1000,0.14362120990424945,0.6650512834399298,9.476448072469445,0.25095588856730267,372
1,10000,0.6252650503437165,0.2954250541905464,25.01850393185353,0.6958755196355124,81
1,100003,1.2134782441127787,0.2207770574461949,18.707262250099486,0.8166417531382741,237
1,100012,0.04222364700545303,0.12558479719085913,14.32374547302606,0.07546243496785365,836
1,100018,0.08035593487288288,0.08201472671825263,70.62186708870446,0.13571009803102285,136
1,100052,0.20944669173338049,0.22308755119361146,34.94561395024013,0.4416766777717305,151
1,100118,0.25567832428012394,0.08371033011536444,25.73582230733094,0.19176359158720135,523
1,100119,0.6493528232900757,0.4397073865409838,371.97774140728404,0.8526007721000353,128
1,100134,0.31710775874324626,0.12592693904486493,139.45588754024337,0.2962183451469409,403
1,100163,0.07682752724476545,0.5710641310494904,38.90733824212359,0.6188317417467539,31
1,100169,0.14679893455605655,0.0900749164318202,12.896898765116289,0.1659443383148096,345
1,100179,0.2292398265074595,0.07181499701392746,69.9249665003788,0.18867903202689984,337
1,100199,0.18577705035749506,0.15120970448234428,120.7799779673958,0.2566501966088577,437
1,100204,1.4815065830353622,0.39350431104293176,19.56416264036323,1.3025842193959782,91
1,100254,2.1808391969743335,0.250298405078115,143.2970438592698,1.120601431384313,183
1,10026,0.33960572485612533,0.20027446913435004,33.72586123764273,0.422077507054091,94
1,100262,0.8559377351111728,0.4249276763161829,44.39870806324425,1.2607111413964294,65
1,100293,0.1388088692478005,0.07009411501379828,676.7092918577986,0.1460298579182817,350
1,100327,0.15299268301092372,0.17446987399650488,7.571091865121797,0.2272485701125193,509
1,100330,0.15706222271731543,0.2943828607530352,7.455042801958479,0.48233456801492025,38
1,100337,0.11677212057259416,0.7520685949106518,61.82802789759718,1.5165575686959958,21
1,100346,0.11094262166613711,0.2683004041053402,50.31085034017978,0.4070379015726413,35
1,10035,0.07139382565910465,0.06716364168798887,16.747654908747375,0.07697737735317123,340
1,100358,0.20309036508463832,0.20115069804632726,54.90429711191978,0.37801153800448706,197
1,100359,0.12720743178229338,0.07414286949349563,31.42372805726599,0.1329620487512706,637
1,100403,0.44687277362195177,0.5092367212409122,12.260061885635432,0.9389704369652669,55
1,10041,0.07158882112305995,0.17375506757639658,15.661127249744437,0.1389418441717849,98
1,100421,0.5801469393540244,0.3869033135538068,71.0949849388906,0.8384390350448019,84
1,100430,0.084217494577602,0.10009704954147233,8.849550540129385,0.12264448472198008,270
1,100434,0.16528996413776278,0.18370539883562345,5.240545684601279,0.2764206444769437,131
1,100435,0.08833737476051519,0.12965008151341756,4.532543493887239,0.21547514741138674,105
1,100436,0.8230494642000066,0.17769975004801378,34.27262459809823,0.60172123722979,246
1,100438,1.7093261507115172,0.2099246296658957,19.144272695631305,0.7925112975948236,212
1,100451,0.11994053056396024,0.22495947833937863,5.7453736945106,0.3334993676282405,63
1,100461,0.3193983120017241,0.0719914272220235,54.796633055304234,0.21903138544429712,643
1,100464,1.4260384974856362,0.38992104859039284,1105.5152535334043,1.4063438912239246,210
1,100468,1.0477028333555078,0.617081733843218,1339.9994400000433,2.2613742152206227,63
1,100491,0.5224552514076665,0.0970915871703835,14.533393959294699,0.33237026992841123,525
1,100492,2.5677047445789403,0.3769948540995666,19.401716272060497,1.4378851837950597,115
1,100495,0.16473053972600107,0.10398734460338792,513.8127008765701,0.2178960758439743,312
1,100513,0.12043025038442323,0.1533439109638131,25.538061114535278,0.2616863019466118,146
1,100530,0.24123068780486298,0.3363004093055999,44.36360525189197,0.3996375576778961,123
1,100532,2.646179433083344,0.3466169306615136,58.29106993669069,1.3748324972747703,145
1,100551,0.15199385153718062,0.11991424700930824,154.5307292956807,0.24022714500515718,160
1,100585,0.174289182466369,0.3682044579245322,26.565227290378253,0.5078968179356638,505
1,10061,0.6739251683659044,0.18497380811327346,10.132045162967303,0.5322600258507846,364
1,100636,0.7752514660247581,0.4698939608180581,30.643165661315912,1.0865017590012407,89
1,100641,0.10719960436998345,0.29608930585683085,14.488487667429938,0.32519533884562524,45
1,100643,0.21989486046099035,0.06005571693297378,1157.0212320000865,0.1818665598090936,414
1,100644,0.13128425792168655,0.2732733964769254,19.020863107461615,0.28428236434466214,82
